Transcript ID,Ensemble Gene ID,Gene Symbol,FC Injured-Resident vs Uninjured-Resident: Uninjured-Resident,FC Injured-Resident vs Uninjured-Resident: Injured-Resident,FC Injured-Repopulated vs Injured-Resident: Injured-Resident,FC Injured-Repopulated vs Injured-Resident: Injured-Repopulated,FC Injured-Repopulated vs Uninjured-Repopulated: Uninjured-Repopulated,FC Injured-Repopulated vs Uninjured-Repopulated: Injured-Repopulated,FC Uninjured-Repopulated vs Uninjured-Resident: Uninjured-Resident,FC Uninjured-Repopulated vs Uninjured-Resident: Uninjured-Repopulated,Adj-p Injured-Resident vs Uninjured-Resident,Adj-p Injured-Repopulated vs Injured-Resident,Adj-p Injured-Repopulated vs Uninjured-Repopulated,Adj-p Uninjured-Repopulated vs Uninjured-Resident, 
ENSMUST00000220221.1,ENSMUSG00000112843.1,Gm46224,1,1.1520,1,1.4536,1,0.7859,1,2.1308,0.999879524,0.170800683,0.9999,0.0366,
ENSMUST00000220225.1,ENSMUSG00000035215.9,Lsm7,1,1.5914,1,1.2296,1,0.8092,1,2.4180,0.999879524,0.9999,0.9999,0.3495,
ENSMUST00000220227.1,ENSMUSG00000039914.6,Coq10a,1,1.0484,1,1.4963,1,0.8921,1,1.7584,0.999879524,0.564902364,0.9999,0.7020,
ENSMUST00000220229.1,ENSMUSG00000020180.10,Snrpd3,1,1.1832,1,0.6549,1,1.2297,1,0.6302,0.999879524,0.590827189,0.9999,0.8445,
ENSMUST00000220238.1,ENSMUSG00000021133.9,Susd6,1,0.9454,1,1.4484,1,1.1317,1,1.2099,0.999879524,0.57661751,0.9999,0.9642,
ENSMUST00000220245.1,ENSMUSG00000025351.14,Cd63,1,1.2973,1,1.2595,1,0.6726,1,2.4293,0.999879524,0.9999,0.9999,0.2304,
ENSMUST00000220249.1,ENSMUSG00000035754.8,Wdr18,1,0.8755,1,0.7583,1,1.3948,1,0.4760,0.999879524,0.9999,0.9999,0.7549,
ENSMUST00000220269.1,ENSMUSG00000037533.20,Rapgef6,1,1.5449,1,0.6200,1,1.0008,1,0.9571,0.999879524,0.9999,1.0000,0.9949,
ENSMUST00000220272.1,ENSMUSG00000035754.8,Wdr18,1,0.9452,1,1.0692,1,0.7484,1,1.3504,0.999879524,0.950272198,0.9999,0.8227,
ENSMUST00000220284.1,ENSMUSG00000020124.10,Usp15,1,1.8958,1,1.1853,1,1.8249,1,1.2314,0.999879524,0.9999,0.9999,0.9874,
ENSMUST00000220285.1,ENSMUSG00000021054.6,Sgpp1,1,0.8029,1,0.8624,1,1.2198,1,0.5676,0.999879524,0.895057604,0.9999,0.6383,
ENSMUST00000220287.1,ENSMUSG00000112160.1,BC024063,1,2.4679,1,0.6717,1,0.8063,1,2.0560,0.999879524,0.840317715,0.9999,0.8624,
ENSMUST00000220289.1,ENSMUSG00000020608.7,Smc6,1,0.7286,1,1.6257,1,5.2671,1,0.2249,0.999879524,0.9999,0.4465,0.3620,
ENSMUST00000220290.1,ENSMUSG00000019978.16,Epb41l2,1,1.1313,1,1.2258,1,1.5192,1,0.9128,0.999879524,0.709482252,0.8853,0.9797,
ENSMUST00000220291.1,ENSMUSG00000019960.8,Dusp6,1,0.8820,1,0.5734,1,8.8231,1,0.0573,0.999879524,0.872646001,0.7360,0.2227,
ENSMUST00000220304.1,ENSMUSG00000020277.10,Pfkl,1,0.9523,1,1.2714,1,0.7250,1,1.6700,0.999879524,0.466141308,0.9159,0.2096,
ENSMUST00000220314.1,ENSMUSG00000112640.1,Gm32687,1,1.0576,1,0.8851,1,1.6911,1,0.5536,0.999879524,0.912382606,0.9358,0.5523,
ENSMUST00000220317.1,ENSMUSG00000004937.6,Sgta,1,0.5302,1,1.2734,1,1.3929,1,0.4847,0.999879524,0.9999,0.9999,0.7050,
ENSMUST00000220335.1,ENSMUSG00000019978.16,Epb41l2,1,0.8219,1,1.0420,1,0.9512,1,0.9004,0.999879524,0.968510589,0.9999,0.9727,
ENSMUST00000220336.1,ENSMUSG00000069520.6,Tmem19,1,0.5502,1,1.3720,1,1.5156,1,0.4981,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000220344.1,ENSMUSG00000006736.9,Tspan31,1,1.2020,1,1.1577,1,1.5705,1,0.8860,0.999879524,0.9999,0.9999,0.9915,
ENSMUST00000220346.1,ENSMUSG00000019971.10,Cep290,1,0.9845,1,0.9989,1,1.1788,1,0.8344,0.999879524,0.999704088,0.9999,0.9498,
ENSMUST00000220352.1,ENSMUSG00000020024.7,Cep83,1,0.8825,1,0.8648,1,1.2298,1,0.6206,0.999879524,0.9999,0.9999,0.9579,
ENSMUST00000220355.1,ENSMUSG00000038774.9,Ascc3,1,1.3397,1,0.9649,1,2.0416,1,0.6332,0.999879524,0.9999,0.9999,0.9175,
ENSMUST00000220358.1,ENSMUSG00000019943.10,Atp2b1,1,0.7719,1,0.5827,1,0.8802,1,0.5110,0.999879524,0.9999,0.9999,0.8640,
ENSMUST00000220366.1,ENSMUSG00000020573.17,Pik3cg,1,1.5394,1,0.4494,1,0.2935,1,2.3568,0.999879524,0.599467856,0.9515,0.8497,
ENSMUST00000220372.1,ENSMUSG00000020088.10,Sar1a,1,0.6534,1,1.0454,1,1.2078,1,0.5655,0.999879524,0.9999,0.9999,0.7109,
ENSMUST00000220377.1,ENSMUSG00000020124.10,Usp15,1,0.6831,1,1.0250,1,0.8089,1,0.8656,0.999879524,0.98651248,0.9999,0.9610,
ENSMUST00000220381.1,ENSMUSG00000078427.3,Sarnp,1,0.6125,1,1.4126,1,2.1410,1,0.4041,0.999879524,0.9999,0.9999,0.7205,
ENSMUST00000220382.1,ENSMUSG00000021116.10,Eif2s1,1,1.1587,1,0.5202,1,0.7495,1,0.8042,0.999879524,0.9999,0.9999,0.9869,
ENSMUST00000220386.1,ENSMUSG00000020115.3,Tbk1,1,1.0276,1,1.9877,1,0.9107,1,2.2428,0.999879524,0.9999,0.9999,0.3059,
ENSMUST00000220391.1,ENSMUSG00000025381.3,Cnpy2,1,0.9436,1,0.6113,1,0.9872,1,0.5843,0.999879524,0.353694753,0.9999,0.6991,
ENSMUST00000220401.1,ENSMUSG00000112734.1,Gm47644,1,1.2618,1,1.1149,1,0.8143,1,1.7278,0.999879524,0.9999,0.9999,0.7878,
ENSMUST00000220402.1,ENSMUSG00000112148.1,Lilrb4a,1,1.2099,1,1.3351,1,0.6210,1,2.6013,0.999879524,0.9999,0.9999,0.8759,
ENSMUST00000220415.1,ENSMUSG00000020664.10,Dld,1,0.9898,1,1.3620,1,2.0499,1,0.6577,0.999879524,0.9999,0.9999,0.9657,
ENSMUST00000220419.1,ENSMUSG00000097412.2,1810014B01Rik,1,0.6831,1,0.5884,1,0.6428,1,0.6254,0.999879524,0.9999,0.9999,0.9614,
ENSMUST00000220428.1,ENSMUSG00000074781.5,Ube2n,1,0.6833,1,0.8024,1,1.3655,1,0.4015,0.999879524,0.9999,0.9999,0.9145,
ENSMUST00000220429.1,ENSMUSG00000025366.8,Esyt1,1,0.6067,1,0.8741,1,0.9950,1,0.5330,0.999879524,0.976771911,0.9999,0.9528,
ENSMUST00000220430.1,ENSMUSG00000032763.11,Ilvbl,1,1.1933,1,1.2973,1,1.1919,1,1.2989,0.999879524,0.9999,0.9999,0.9624,
ENSMUST00000220434.1,ENSMUSG00000020647.10,Ncoa1,1,0.5849,1,1.6416,1,1.2317,1,0.7796,0.999879524,0.782062654,0.9999,0.9805,
ENSMUST00000220443.1,ENSMUSG00000038594.9,Cep85l,1,1.4698,1,0.7378,1,1.4928,1,0.7264,0.999879524,0.649875587,0.9999,0.8829,
ENSMUST00000220447.1,ENSMUSG00000021385.10,Ippk,1,3.4124,1,1.0883,1,0.8799,1,4.2207,0.600183936,0.969998402,0.9999,0.1220,
ENSMUST00000220449.1,ENSMUSG00000114133.1,Gm20075,1,0.9736,1,0.8691,1,0.5749,1,1.4719,0.999879524,0.9999,0.9999,0.9241,
ENSMUST00000220452.1,ENSMUSG00000021076.6,Actr10,1,0.7930,1,0.6527,1,0.6937,1,0.7460,0.999879524,0.365333839,0.9999,0.8856,
ENSMUST00000220453.1,ENSMUSG00000025873.16,Faf2,1,0.8886,1,1.4077,1,1.0627,1,1.1770,0.999879524,0.9999,0.9999,0.9916,
ENSMUST00000220462.1,ENSMUSG00000035597.19,Prpf39,1,0.6569,1,2.4599,1,3.4840,1,0.4638,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000220464.1,ENSMUSG00000021669.15,Col4a3bp,1,0.6797,1,1.2155,1,1.0316,1,0.8008,0.999879524,0.848665154,0.9999,0.9527,
ENSMUST00000220468.1,ENSMUSG00000021033.11,Gstz1,1,2.6160,1,1.0121,1,1.0159,1,2.6064,0.999879524,0.9999,0.9999,0.8517,
ENSMUST00000220473.1,ENSMUSG00000021311.9,Mtr,1,1.5170,1,0.5308,1,0.6900,1,1.1669,0.999879524,0.9999,0.9999,0.9893,
ENSMUST00000220478.1,ENSMUSG00000113204.1,Gm46430,1,1.3631,1,0.7476,1,0.9561,1,1.0658,0.999879524,0.78090752,0.9999,0.9927,
ENSMUST00000220484.1,ENSMUSG00000020982.9,Nemf,1,0.9541,1,0.7646,1,0.6795,1,1.0735,0.999879524,0.630243126,0.9999,0.9875,
ENSMUST00000220488.1,ENSMUSG00000057649.6,Brd9,1,2.9019,1,2.8983,1,183.2245,1,0.0459,0.999879524,0.9999,0.2687,0.6204,
ENSMUST00000220492.1,ENSMUSG00000004151.17,Etv1,1,0.4784,1,2.4469,1,1.3864,1,0.8443,0.999879524,0.9999,0.9999,0.9874,
ENSMUST00000220494.1,ENSMUSG00000021102.4,Glrx5,1,0.8114,1,0.9473,1,0.8650,1,0.8887,0.999879524,0.964639419,0.9999,0.9756,
ENSMUST00000220501.1,ENSMUSG00000021003.10,Galc,1,1.1685,1,1.1800,1,0.6675,1,2.0656,0.999879524,0.9999,0.9999,0.9158,
ENSMUST00000220509.1,ENSMUSG00000017843.14,Ppp2r5c,1,1.2267,1,1.0667,1,0.9097,1,1.4385,0.999879524,0.915179008,0.9999,0.4130,
ENSMUST00000220513.1,ENSMUSG00000021690.10,Jmy,1,1.4400,1,0.9257,1,1.2767,1,1.0442,0.999879524,0.958364597,0.9999,0.9937,
ENSMUST00000220518.1,ENSMUSG00000038872.10,Zfhx3,1,1.1532,1,0.9855,1,0.4637,1,2.4509,0.999879524,0.99582874,0.8751,0.4538,
ENSMUST00000220542.1,ENSMUSG00000020580.10,Rock2,1,0.9131,1,1.0341,1,1.1562,1,0.8166,0.999879524,0.96856472,0.9999,0.8514,
ENSMUST00000220546.1,ENSMUSG00000021149.8,Gtpbp4,1,0.6794,1,1.4446,1,1.6650,1,0.5895,0.999879524,0.9999,0.9999,0.8534,
ENSMUST00000220560.1,ENSMUSG00000021400.8,Wrnip1,1,0.7666,1,1.3204,1,1.0176,1,0.9948,0.999879524,0.9999,0.9999,0.9988,
ENSMUST00000220578.1,ENSMUSG00000073079.6,Srp54a,1,0.8838,1,0.9845,1,0.7623,1,1.1414,0.999879524,0.994730343,0.9999,0.9825,
ENSMUST00000220582.1,ENSMUSG00000021076.6,Actr10,1,0.9544,1,0.6238,1,0.8634,1,0.6896,0.999879524,0.183837165,0.9999,0.7672,
ENSMUST00000220593.1,ENSMUSG00000000711.3,Rab5b,1,0.9782,1,0.7941,1,1.1874,1,0.6542,0.999879524,0.603815095,0.9999,0.5417,
ENSMUST00000220596.1,ENSMUSG00000041702.7,Btbd7,1,0.7964,1,1.1431,1,1.2722,1,0.7157,0.999879524,0.961344055,0.9999,0.9668,
ENSMUST00000220601.1,ENSMUSG00000038546.9,Ranbp9,1,2.1841,1,0.9276,1,0.6825,1,2.9682,0.999879524,0.9999,0.9999,0.7364,
ENSMUST00000220607.1,ENSMUSG00000021276.10,Cinp,1,2.4250,1,0.5579,1,0.9743,1,1.3886,0.999879524,0.9999,0.9999,0.9898,
ENSMUST00000220608.1,ENSMUSG00000042029.7,Ncapg2,1,11.9574,1,0.4332,1,1.2014,1,4.3119,0.999879524,0.9999,0.9999,0.8584,
ENSMUST00000220621.1,ENSMUSG00000015672.4,Mrpl32,1,0.7258,1,0.9592,1,0.8838,1,0.7878,0.999879524,0.966339586,0.9999,0.8448,
ENSMUST00000220628.1,ENSMUSG00000021306.11,Gpr137b,1,1.2652,1,0.8941,1,1.0705,1,1.0567,0.999879524,0.898645305,0.9999,0.9913,
ENSMUST00000220629.1,ENSMUSG00000021115.15,Vrk1,1,1.0736,1,1.0101,1,2.0262,1,0.5352,0.999879524,0.996153545,0.8454,0.6613,
ENSMUST00000220635.1,ENSMUSG00000001248.15,Gramd1a,1,0.6961,1,1.2848,1,1.1568,1,0.7731,0.999879524,0.673888503,0.9999,0.8933,
ENSMUST00000220637.1,ENSMUSG00000034525.7,Ice1,1,0.7922,1,1.8329,1,1.9340,1,0.7508,0.999879524,0.420565326,0.9999,0.9575,
ENSMUST00000220641.1,ENSMUSG00000020577.17,Tspan13,1,1.2971,1,0.5841,1,1.7378,1,0.4360,0.999879524,0.155434394,0.8909,0.2142,
ENSMUST00000220651.1,ENSMUSG00000113776.1,Gm19327,1,0.8703,1,1.7909,1,1.9842,1,0.7855,0.999879524,0.9999,0.9999,0.9733,
ENSMUST00000220671.1,ENSMUSG00000113831.1,Gm49602,1,1.6464,1,1.1324,1,1.6036,1,1.1626,0.999879524,0.9999,0.9999,0.9916,
ENSMUST00000220678.1,ENSMUSG00000021240.6,Abcd4,1,0.5257,1,0.8596,1,0.9606,1,0.4704,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000220679.1,ENSMUSG00000034152.6,Exoc3,1,0.8820,1,1.0378,1,3.2852,1,0.2786,0.999879524,0.9999,0.9999,0.8090,
ENSMUST00000220688.1,ENSMUSG00000020580.10,Rock2,1,0.9498,1,0.7937,1,1.2681,1,0.5944,0.999879524,0.504578486,0.9999,0.2162,
ENSMUST00000220705.1,ENSMUSG00000041645.14,Ddx24,1,1.4762,1,1.2095,1,0.6992,1,2.5534,0.999879524,0.9999,0.9999,0.7496,
ENSMUST00000220724.1,ENSMUSG00000113188.1,Gm35638,1,0.8508,1,0.8358,1,0.9993,1,0.7116,0.999879524,0.9999,1.0000,0.9191,
ENSMUST00000220729.1,ENSMUSG00000035597.19,Prpf39,1,0.9020,1,0.7977,1,1.2332,1,0.5835,0.999879524,0.9999,0.9999,0.8955,
ENSMUST00000220737.1,ENSMUSG00000021477.9,Ctsl,1,0.9817,1,1.1566,1,0.9622,1,1.1800,0.999879524,0.552661233,0.9999,0.8060,
ENSMUST00000220758.1,ENSMUSG00000097715.2,Gpr137b-ps,1,0.9948,1,1.1080,1,0.8754,1,1.2591,0.999879524,0.787585196,0.9999,0.6689,
ENSMUST00000220766.1,ENSMUSG00000042700.16,Sipa1l1,1,0.9018,1,0.3381,1,0.8647,1,0.3526,0.999879524,0.9999,0.9999,0.6507,
ENSMUST00000220770.1,ENSMUSG00000021076.6,Actr10,1,0.8198,1,1.1141,1,1.2708,1,0.7187,0.999879524,0.950754922,0.9999,0.9275,
ENSMUST00000220781.1,ENSMUSG00000041992.9,Rapgef5,1,1.0077,1,0.7834,1,1.1285,1,0.6996,0.999879524,0.488708378,0.9999,0.5993,
ENSMUST00000220783.1,ENSMUSG00000035954.10,Dock4,1,1.2049,1,0.9502,1,1.1582,1,0.9885,0.999879524,0.964917817,0.9999,0.9965,
ENSMUST00000220790.1,ENSMUSG00000113423.1,Gm3791,1,1.0040,1,0.7660,1,1.3970,1,0.5505,0.999879524,0.316957787,0.8541,0.0722,
ENSMUST00000220798.1,ENSMUSG00000035597.19,Prpf39,1,0.9222,1,1.4807,1,0.9479,1,1.4406,0.999879524,0.453615272,0.9999,0.8301,
ENSMUST00000220806.1,ENSMUSG00000113326.1,Gm47586,1,0.9372,1,1.0570,1,1.2642,1,0.7835,0.999879524,0.9999,0.9999,0.9784,
ENSMUST00000220811.1,ENSMUSG00000057069.7,Ero1lb,1,1.0597,1,0.9443,1,1.2645,1,0.7914,0.999879524,0.959683242,0.9999,0.8990,
ENSMUST00000220812.1,ENSMUSG00000113917.1,Gm48382,1,2.5608,1,0.4778,1,3.4808,1,0.3515,0.999879524,0.9999,0.9999,0.8728,
ENSMUST00000220826.1,ENSMUSG00000052160.7,Pld4,1,1.3589,1,1.2069,1,0.9803,1,1.6731,0.999879524,0.606499057,0.9999,0.1791,
ENSMUST00000220844.1,ENSMUSG00000046949.16,Nqo2,1,0.4408,1,0.7998,1,1.7822,1,0.1978,0.999879524,0.9999,0.9999,0.7332,
ENSMUST00000220854.1,ENSMUSG00000021245.15,Mlh3,1,0.5598,1,2.1874,1,1.1368,1,1.0770,0.999879524,0.9999,0.9999,0.9969,
ENSMUST00000220856.1,ENSMUSG00000021385.10,Ippk,1,1.8907,1,0.4603,1,1.1335,1,0.7677,0.999879524,0.61869726,0.9999,0.9832,
ENSMUST00000220858.1,ENSMUSG00000021038.17,Vipas39,1,1.2758,1,1.3542,1,1.5981,1,1.0811,0.999879524,0.808482984,0.9999,0.9919,
ENSMUST00000220863.1,ENSMUSG00000021458.17,Aopep,1,0.8729,1,0.5069,1,1.7543,1,0.2523,0.999879524,0.9999,0.9999,0.7719,
ENSMUST00000220871.1,ENSMUSG00000113836.1,Gm3325,1,0.9042,1,0.6317,1,0.4950,1,1.1538,0.999879524,0.9999,0.9999,0.9898,
ENSMUST00000220874.1,ENSMUSG00000054021.6,Sirt5,1,0.9012,1,0.4748,1,1.0954,1,0.3906,0.999879524,0.9999,0.9999,0.8248,
ENSMUST00000220882.1,ENSMUSG00000021113.5,Snapc1,1,1.0195,1,1.2093,1,1.1921,1,1.0342,0.999879524,0.9999,0.9999,0.9947,
ENSMUST00000220888.1,ENSMUSG00000001270.9,Ckb,1,0.9049,1,1.2196,1,1.2574,1,0.8778,0.999879524,0.848424205,0.9999,0.9801,
ENSMUST00000220898.1,ENSMUSG00000021108.18,Prkch,1,1.1886,1,1.1386,1,0.7807,1,1.7334,0.999879524,0.951879326,0.9999,0.8594,
ENSMUST00000220899.1,ENSMUSG00000047832.9,Cdca4,1,0.9590,1,1.0587,1,1.0054,1,1.0099,0.999879524,0.920355065,0.9999,0.9957,
ENSMUST00000220909.1,ENSMUSG00000021113.5,Snapc1,1,0.8088,1,0.6657,1,1.7896,1,0.3009,0.999879524,0.9999,0.9999,0.8060,
ENSMUST00000220916.1,ENSMUSG00000054894.6,Dmac2l,1,0.9094,1,1.2319,1,1.0355,1,1.0818,0.999879524,0.9999,0.9999,0.9940,
ENSMUST00000220918.1,ENSMUSG00000021282.17,Eif5,1,1.0253,1,1.2257,1,1.0663,1,1.1786,0.999879524,0.57592841,0.9999,0.9111,
ENSMUST00000220930.1,ENSMUSG00000114094.1,Gm48375,1,0.8649,1,0.9845,1,1.0142,1,0.8396,0.999879524,0.994730343,0.9999,0.9703,
ENSMUST00000220952.1,ENSMUSG00000021240.6,Abcd4,1,0.7594,1,1.2186,1,0.8665,1,1.0680,0.999879524,0.9999,0.9999,0.9935,
ENSMUST00000220957.1,ENSMUSG00000020949.9,Fkbp3,1,1.1915,1,1.0558,1,1.7717,1,0.7100,0.999879524,0.9999,0.9999,0.9801,
ENSMUST00000220963.1,ENSMUSG00000042700.16,Sipa1l1,1,1.4300,1,0.3895,1,0.5062,1,1.1003,0.999879524,0.380594798,0.9999,0.9932,
ENSMUST00000220975.1,ENSMUSG00000041645.14,Ddx24,1,0.6259,1,0.4594,1,1.0206,1,0.2817,0.999879524,0.9999,0.9999,0.9083,
ENSMUST00000221003.1,ENSMUSG00000042320.17,Prox2,1,1.1803,1,0.6850,1,0.8317,1,0.9720,0.999879524,0.9999,0.9999,0.9975,
ENSMUST00000221008.1,ENSMUSG00000097709.8,2810429I04Rik,1,1.2090,1,0.4705,1,0.4143,1,1.3731,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000221009.1,ENSMUSG00000007411.16,Mark3,1,0.9786,1,1.2842,1,1.3991,1,0.8983,0.999879524,0.659903268,0.9999,0.9789,
ENSMUST00000221015.1,ENSMUSG00000041341.10,Atg2b,1,0.6056,1,0.7725,1,0.7042,1,0.6643,0.999879524,0.9999,0.9999,0.9571,
ENSMUST00000221034.1,ENSMUSG00000021646.9,Mccc2,1,0.8597,1,1.1611,1,66.3821,1,0.0150,0.999879524,0.9999,0.1918,0.0827,
ENSMUST00000221045.1,ENSMUSG00000021598.9,Med10,1,1.1699,1,1.0716,1,0.7047,1,1.7791,0.999879524,0.937158652,0.9358,0.2086,
ENSMUST00000221059.1,ENSMUSG00000033799.10,Tasor2,1,0.4618,1,1.2408,1,1.2081,1,0.4743,0.999879524,0.9999,0.9999,0.7083,
ENSMUST00000221067.1,ENSMUSG00000041112.17,Elmo1,1,0.9522,1,0.7106,1,1.0655,1,0.6350,0.999879524,0.635844356,0.9999,0.7989,
ENSMUST00000221074.1,ENSMUSG00000017843.14,Ppp2r5c,1,1.0299,1,1.5134,1,0.9109,1,1.7110,0.999879524,0.9999,0.9999,0.9477,
ENSMUST00000221081.1,ENSMUSG00000020377.15,Ltc4s,1,1.1818,1,0.5926,1,1.7470,1,0.4009,0.999879524,0.9999,0.9999,0.5384,
ENSMUST00000221085.1,ENSMUSG00000113856.1,Gm10790,1,1.0266,1,0.8531,1,1.1982,1,0.7310,0.999879524,0.876025724,0.9999,0.8819,
ENSMUST00000221089.1,ENSMUSG00000060950.12,Trmt61a,1,0.8651,1,0.9335,1,0.8057,1,1.0023,0.999879524,0.9999,0.9999,0.9992,
ENSMUST00000221100.1,ENSMUSG00000038872.10,Zfhx3,1,1.5581,1,0.9043,1,1.2609,1,1.1174,0.731995081,0.859471982,0.9999,0.9610,
ENSMUST00000221104.1,ENSMUSG00000002803.14,Btbd6,1,1.0993,1,0.8299,1,1.0014,1,0.9110,0.999879524,0.760421207,0.9999,0.9791,
ENSMUST00000221108.1,ENSMUSG00000021458.17,Aopep,1,3.3044,1,1.8030,1,1.0037,1,5.9355,0.999879524,0.9999,0.9999,0.5827,
ENSMUST00000221110.1,ENSMUSG00000042857.3,Gm9776,1,0.8019,1,1.0658,1,1.0749,1,0.7952,0.999879524,0.976421535,0.9999,0.9675,
ENSMUST00000221115.1,ENSMUSG00000052160.7,Pld4,1,1.1892,1,1.3772,1,0.9967,1,1.6432,0.999879524,0.608806012,0.9999,0.6793,
ENSMUST00000221143.1,ENSMUSG00000113361.1,B930059L03Rik,1,0.7924,1,0.8812,1,1.1352,1,0.6151,0.999879524,0.966750294,0.9999,0.9383,
ENSMUST00000221167.1,ENSMUSG00000021258.10,Ccnk,1,0.9090,1,0.8683,1,0.7039,1,1.1212,0.999879524,0.9999,0.9999,0.9916,
ENSMUST00000221168.1,ENSMUSG00000015671.11,Psma2,1,0.8675,1,0.9879,1,0.9371,1,0.9145,0.999879524,0.99424029,0.9999,0.9790,
ENSMUST00000221173.1,ENSMUSG00000069208.9,Zfp825,1,1.7135,1,0.9851,1,1.5240,1,1.1076,0.999879524,0.994897698,0.9999,0.9883,
ENSMUST00000221182.1,ENSMUSG00000021276.10,Cinp,1,1.2770,1,0.5099,1,0.6254,1,1.0412,0.999879524,0.9999,0.9999,0.9962,
ENSMUST00000221191.1,ENSMUSG00000113902.1,Ndufb1-ps,1,0.8572,1,0.8848,1,0.6693,1,1.1331,0.999879524,0.838691474,0.7467,0.9574,
ENSMUST00000221193.1,ENSMUSG00000020982.9,Nemf,1,0.9200,1,0.9837,1,0.6020,1,1.5034,0.999879524,0.9999,0.9999,0.9325,
ENSMUST00000221211.1,ENSMUSG00000041645.14,Ddx24,1,0.8606,1,1.1238,1,1.4270,1,0.6777,0.999879524,0.956999606,0.9999,0.9267,
ENSMUST00000221221.1,ENSMUSG00000035597.19,Prpf39,1,0.3846,1,2.3078,1,1.9957,1,0.4447,0.999879524,0.9999,0.9999,0.8676,
ENSMUST00000221227.1,ENSMUSG00000113902.1,Ndufb1-ps,1,0.7469,1,2.4107,1,1.3872,1,1.2980,0.999879524,0.9999,0.9999,0.9789,
ENSMUST00000221230.1,ENSMUSG00000020593.16,Lpin1,1,1.0419,1,0.5049,1,0.6155,1,0.8547,0.999879524,0.464773708,0.9999,0.9874,
ENSMUST00000221272.1,ENSMUSG00000020590.16,Snx13,1,0.6118,1,3.3780,1,8.9837,1,0.2300,0.999879524,0.9999,0.5541,0.6926,
ENSMUST00000221285.1,ENSMUSG00000113856.1,Gm10790,1,0.9529,1,0.8108,1,1.4209,1,0.5438,0.999879524,0.26944144,0.3877,0.0035,
ENSMUST00000221286.1,ENSMUSG00000059811.13,Atl2,1,0.3568,1,1.6589,1,3.7896,1,0.1562,0.999879524,0.9999,0.9999,0.4809,
ENSMUST00000221288.1,ENSMUSG00000004789.10,Dlst,1,1.5143,1,1.0606,1,1.1661,1,1.3774,0.999879524,0.9999,0.9999,0.9570,
ENSMUST00000221290.1,ENSMUSG00000021311.9,Mtr,1,1.4079,1,0.9551,1,1.4546,1,0.9245,0.999879524,0.977939056,0.9999,0.9898,
ENSMUST00000221292.1,ENSMUSG00000021282.17,Eif5,1,1.2825,1,0.7065,1,4.1318,1,0.2193,0.999879524,0.872646001,0.7142,0.3916,
ENSMUST00000221293.1,ENSMUSG00000041415.10,Dicer1,1,0.7694,1,0.9841,1,0.7119,1,1.0636,0.999879524,0.994567316,0.9999,0.9919,
ENSMUST00000221303.1,ENSMUSG00000074865.11,Zfp934,1,3.1722,1,0.4172,1,1.2422,1,1.0654,0.999879524,0.9999,0.9999,0.9957,
ENSMUST00000221317.1,ENSMUSG00000034574.10,Daam1,1,2.0530,1,1.2124,1,1.7533,1,1.4197,0.999879524,0.9999,0.9999,0.9874,
ENSMUST00000221335.1,ENSMUSG00000020628.16,Trappc12,1,1.6584,1,0.9475,1,0.5049,1,3.1121,0.999879524,0.97587129,0.7684,0.0850,
ENSMUST00000221357.1,ENSMUSG00000004789.10,Dlst,1,1.4237,1,1.2034,1,0.5169,1,3.3145,0.999879524,0.9999,0.9999,0.4528,
ENSMUST00000221358.1,ENSMUSG00000113328.1,Gm47260,1,0.7322,1,0.7928,1,0.4239,1,1.3693,0.999879524,0.9999,0.8779,0.9528,
ENSMUST00000221359.1,ENSMUSG00000015396.4,Cd83,1,1.0883,1,1.7190,1,0.8248,1,2.2683,0.999879524,7.06E-07,0.9872,1.62E-06,
ENSMUST00000221363.1,ENSMUSG00000021282.17,Eif5,1,1.0258,1,1.5315,1,1.1539,1,1.3616,0.999879524,0.196053788,0.9999,0.8147,
ENSMUST00000221368.1,ENSMUSG00000021254.9,Gpatch2l,1,0.9967,1,1.0024,1,0.7980,1,1.2520,0.999879524,0.997413585,0.9558,0.6793,
ENSMUST00000221372.1,ENSMUSG00000059669.8,Taf1b,1,0.8063,1,1.6658,1,1.0366,1,1.2957,0.999879524,0.236942828,0.9999,0.9186,
ENSMUST00000221374.1,ENSMUSG00000062929.8,Cfl2,1,0.8251,1,1.0773,1,1.4531,1,0.6117,0.999879524,0.958581274,0.9999,0.7063,
ENSMUST00000221376.1,ENSMUSG00000041702.7,Btbd7,1,1.4569,1,0.9199,1,1.1900,1,1.1263,0.999879524,0.968854049,0.9999,0.9887,
ENSMUST00000221391.1,ENSMUSG00000020377.15,Ltc4s,1,1.0236,1,0.7593,1,1.2980,1,0.5988,0.999879524,0.252695494,0.9974,0.1315,
ENSMUST00000221397.1,ENSMUSG00000002804.4,Nudt14,1,0.7822,1,1.5992,1,0.8993,1,1.3910,0.999879524,0.252595352,0.9999,0.8466,
ENSMUST00000221408.1,ENSMUSG00000113047.1,Gm47469,1,0.8607,1,1.4498,1,0.8479,1,1.4718,0.999879524,0.9999,0.9999,0.9246,
